,종목명,코드,유형,순자산,종가,거래량,수익율,총보수,운용사
281,KODEX TRF5050,329660,기타/기타,111,11150,3897,4.45,0.17,삼성자산운용
282,KOSEF KRX100,100910,시장지수/KRX100,109,6065,1882,24.65,0.23,키움투자자산운용
283,TIGER 미국S&P500선물인버스(H),225030,파생상품/인버스,109,4625,48414,-13.71,0.59,미래에셋자산운용
284,TIGER 여행레저,228800,섹터/경기소비재,108,4200,152701,14.75,0.5,미래에셋자산운용
286,TIGER 코스닥150바이오테크,261070,시장지수/코스닥,108,15645,13813,22.04,0.4,미래에셋자산운용
287,ARIRANG KS퀄리티가중TR,333980,투자전략/투자전략,108,14385,18356,21.8,0.25,한화자산운용
289,KODEX S&P글로벌인프라(합성),269420,해외지수/해외지수,107,10655,2099,8.17,0.26,삼성자산운용
291,KINDEX 일본TOPIX인버스(합성 H),205720,파생상품/인버스,105,4920,10662,-9.72,0.5,한국투자신탁운용
292,KODEX 200ESG,337160,테마/SRI,104,13060,5612,25.76,0.3,삼성자산운용
293,KINDEX 일본Nikkei225(H),238720,해외지수/해외지수,104,17500,4077,15.4,0.3,한국투자신탁운용
294,KBSTAR 헬스케어채권혼합,253290,기타/기타,104,12985,11815,6.39,0.35,케이비자산운용
296,KBSTAR 주식혼합,183710,기타/기타,103,41190,262,17.08,0.25,케이비자산운용
297,KINDEX 레버리지,152500,파생상품/레버리지,103,8525,110818,55.57,0.3,한국투자신탁운용
299,KBSTAR 모멘텀로우볼,252730,투자전략/투자전략,101,14365,6198,21.27,0.35,케이비자산운용
300,KINDEX 모닝스타싱가포르리츠채권혼합,342140,해외지수/해외지수,99,9980,541,-1.09,0.4,한국투자신탁운용
301,KBSTAR V&S셀렉트밸류,234310,투자전략/투자전략,99,14050,3034,22.23,0.3,케이비자산운용
302,TIGER 의료기기,307510,섹터/의료,98,19640,8228,-2.72,0.5,미래에셋자산운용
303,TIGER 구리실물,160580,상품/금속,98,8030,4936,10.91,0.85,미래에셋자산운용
304,TIGER 로우볼,174350,투자전략/투자전략,98,11090,5529,17.79,0.4,미래에셋자산운용
305,TIGER 이머징마켓MSCI레버리지(합성 H),225060,파생상품/레버리지,97,13910,3792,40.22,0.59,미래에셋자산운용
306,ARIRANG KS밸류가중TR,333970,투자전략/투자전략,97,13835,19322,26.69,0.25,한화자산운용
307,TIGER 증권,157500,섹터/금융,97,4340,58329,22.6,0.4,미래에셋자산운용
308,SMART 선진국MSCI World(합성 H),208470,해외지수/해외지수,96,16185,49,15.2,0.35,신한비엔피파리바자산운용
309,KBSTAR KRX300미국달러선물혼합,319870,기타/기타,95,13645,74,16.72,0.3,케이비자산운용
310,KINDEX 스마트로우볼,322130,투자전략/투자전략,94,15690,5159,23.69,0.19,한국투자신탁운용
311,KOSEF 배당바이백Plus,260200,스타일/스타일,94,14420,123,15.73,0.4,키움투자자산운용
312,SMART 중국본토 중소형 CSI500(합성 H),220130,해외지수/해외지수,94,5150,1852,2.59,0.6,신한비엔피파리바자산운용
313,KINDEX 스마트하이베타,322150,투자전략/투자전략,93,13300,611,28.25,0.19,한국투자신탁운용
314,HANARO KAP초장기국고채,346000,채권/국공채권,93,48930,434,-3.42,0.2,엔에이치아문디자산운용
315,TIGER 우량가치,227570,테마/우량주,91,10090,8325,18.28,0.4,미래에셋자산운용
316,KODEX 미국S&P산업재(합성),200030,해외지수/해외지수,91,17025,1694,9.77,0.25,삼성자산운용
317,TREX 펀더멘탈 200,145850,투자전략/투자전략,91,36270,57,26.42,0.34,유리자산운용
318,KODEX 일본TOPIX100,101280,해외지수/해외지수,90,15065,2235,7.92,0.37,삼성자산운용
319,KODEX 다우존스미국리츠(H),352560,기타/기타,89,11205,4377,9.32,0.3,삼성자산운용
320,KODEX 철강,117680,섹터/소재,89,7025,48240,30.09,0.45,삼성자산운용
321,KODEX 보험,140700,섹터/금융,88,5840,56332,17.98,0.45,삼성자산운용
322,마이다스 200커버드콜5%OTM,137930,파생상품/구조화,88,14535,45,16.65,0.37,마이다스에셋자산운용
323,TIGER 일본TOPIX(합성 H),195920,해외지수/해외지수,87,14690,922,9.63,0.25,미래에셋자산운용
324,KINDEX 스마트퀄리티,322120,투자전략/투자전략,87,17445,1764,22.85,0.19,한국투자신탁운용
325,KINDEX 일본TOPIX레버리지(H),196030,파생상품/레버리지,87,17525,1435,19.46,0.5,한국투자신탁운용
326,KODEX 200동일가중,252650,시장지수/코스피200,85,10640,924,20.09,0.25,삼성자산운용
327,KODEX TSE일본리츠(H),352540,기타/기타,85,10665,749,2.5,0.3,삼성자산운용
328,KINDEX 코스피,305050,시장지수/코스피200,85,28210,5952,22.97,0.13,한국투자신탁운용
329,TIGER 라틴35,105010,해외지수/해외지수,85,3245,40713,33.54,0.49,미래에셋자산운용
330,ARIRANG 주도업종,280920,투자전략/투자전략,84,10515,19199,21.28,0.23,한화자산운용
331,TIGER 일본엔선물,292560,통화/기타통화,84,10525,1141,-4.49,0.25,미래에셋자산운용
332,ARIRANG KRX300헬스케어,309210,시장지수/KRX300,84,16000,1965,23.36,0.4,한화자산운용
333,KODEX 콩선물(H),138920,상품/농산물,84,10525,11511,24.7,0.68,삼성자산운용
334,KBSTAR 미국고정배당우선증권ICE TR,354240,해외지수/해외지수,84,9850,1752,-0.66,0.5,케이비자산운용
335,ARIRANG 국채선물3년,298340,채권/국공채권,83,53535,21,-0.05,0.1,한화자산운용
336,KOSEF 블루칩,104520,테마/우량주,83,9215,3304,18.67,0.4,키움투자자산운용
337,TIGER LG그룹+펀더멘털,138530,그룹주/LG,83,9845,17665,24.46,0.15,미래에셋자산운용
338,KODEX 기계장비,102960,섹터/산업재,82,4760,24938,25.93,0.45,삼성자산운용
339,KBSTAR 200커뮤니케이션서비스,315480,시장지수/코스피200,82,15760,2141,1.91,0.19,케이비자산운용
340,ARIRANG 중형주저변동50,266550,투자전략/투자전략,82,10190,3032,17.33,0.23,한화자산운용
341,ARIRANG KS로우볼가중TR,333940,투자전략/투자전략,81,12505,21728,22.24,0.25,한화자산운용
343,KODEX 삼성그룹밸류,213610,그룹주/삼성,81,9020,30357,28.49,0.15,삼성자산운용
344,TIGER 금은선물(H),139320,상품/금속,81,10130,8987,2.58,0.7,미래에셋자산운용
345,KINDEX 삼성그룹동일가중,131890,그룹주/삼성,81,16170,407,23.81,0.15,한국투자신탁운용
346,HANARO 글로벌럭셔리S&P(합성),354350,해외지수/해외지수,81,14820,12483,20.39,0.5,엔에이치아문디자산운용
347,ARIRANG KS로우사이즈가중TR,333950,투자전략/투자전략,81,14665,8636,22.77,0.25,한화자산운용
348,KINDEX 코스닥(합성),251890,시장지수/코스닥,80,13380,41,14.9,0.3,한국투자신탁운용
349,ARIRANG 글로벌MSCI(합성 H),189400,해외지수/해외지수,79,15470,1145,13.5,0.4,한화자산운용
350,TIGER 200에너지화학레버리지,243890,파생상품/레버리지,79,15835,27304,65.55,0.69,미래에셋자산운용
351,TIGER 200 경기소비재,139290,섹터/경기소비재,78,16145,4261,18.84,0.4,미래에셋자산운용
352,KINDEX 미국다우존스리츠(합성 H),181480,기타/기타,76,75820,316,8.2,0.3,한국투자신탁운용
353,KODEX MSCI모멘텀,275280,시장지수/MSCI Korea Index,75,12515,1652,18.91,0.3,삼성자산운용
354,TIGER 베타플러스,170350,투자전략/투자전략,75,17000,412,28.53,0.4,미래에셋자산운용
355,TIGER 배당성장,211560,스타일/스타일,75,16585,6691,18.04,0.15,미래에셋자산운용
356,KBSTAR 헬스케어,253280,섹터/의료,74,18395,5036,20.9,0.4,케이비자산운용
357,TIGER 200커버드콜5%OTM,166400,파생상품/구조화,73,14610,357,18.4,0.38,미래에셋자산운용
358,파워 고배당저변동성,192720,스타일/스타일,73,26830,388,19.82,0.23,교보악사자산운용
359,TIGER 일본엔선물레버리지,292570,파생상품/레버리지,73,10325,1316,-9.63,0.47,미래에셋자산운용
360,TIGER 차이나항셍25,117690,해외지수/해외지수,72,16120,1347,7.11,0.49,미래에셋자산운용
362,KOSEF 200선물인버스2X,253230,파생상품/인버스,72,2725,106038,-38.07,0.46,키움투자자산운용
363,ARIRANG 심천차이넥스트(합성),256450,해외지수/해외지수,71,11675,3159,7.21,0.5,한화자산운용
364,KBSTAR 모멘텀밸류,252720,투자전략/투자전략,71,12945,1204,26.42,0.35,케이비자산운용
365,KBSTAR 미국장기국채선물레버리지(합성 H),267490,파생상품/레버리지,71,14240,325,-6.56,0.5,케이비자산운용
366,TIGER 미국달러선물레버리지,261110,파생상품/레버리지,71,8880,4489,-11.99,0.47,미래에셋자산운용
367,TIGER 우선주,261140,투자전략/투자전략,71,13045,4435,23.12,0.29,미래에셋자산운용
368,KBSTAR V&S셀렉트밸류채권혼합,241390,기타/기타,71,11770,3204,9.12,0.23,케이비자산운용
371,TIGER 국채선물3년인버스,302170,파생상품/인버스,70,49620,17,0.26,0.07,미래에셋자산운용
372,TIGER MSCI KOREA ESG리더스,289260,시장지수/MSCI Korea Index,70,10480,1104,21.65,0.4,미래에셋자산운용
373,KOSEF 저PBR가중,260270,투자전략/투자전략,69,13810,1925,27.52,0.4,키움투자자산운용
374,KBSTAR 팔라듐선물(H),334690,상품/금속,68,13590,4531,3.66,0.6,케이비자산운용
375,TIGER 방송통신,098560,섹터/통신서비스,68,7505,15605,9.32,0.46,미래에셋자산운용
376,TIGER 중소형성장,292130,스타일/스타일,67,11185,2960,11.46,0.29,미래에셋자산운용
377,KINDEX 멕시코MSCI(합성),291130,해외지수/해외지수,67,8455,897,25.91,0.5,한국투자신탁운용
378,KINDEX 배당성장,211260,스타일/스타일,67,33585,168,18.3,0.15,한국투자신탁운용
379,KODEX 미국달러선물인버스2X,261260,파생상품/인버스,66,10370,36539,12.96,0.45,삼성자산운용
380,TIGER 일본엔선물인버스,292580,파생상품/인버스,66,9420,6,4.03,0.47,미래에셋자산운용
381,TIGER 대형성장,292100,스타일/스타일,66,12055,8379,23.01,0.29,미래에셋자산운용
382,ARIRANG 미국다우존스고배당주(합성 H),213630,해외지수/해외지수,66,12520,4059,20.33,0.4,한화자산운용
383,KODEX MSCI퀄리티,275300,시장지수/MSCI Korea Index,66,11055,1123,8.7,0.3,삼성자산운용
384,TIGER MSCI KOREA ESG유니버설,289250,시장지수/MSCI Korea Index,66,11460,2315,27.12,0.4,미래에셋자산운용
385,KBSTAR 국채선물10년,295000,채권/국공채권,64,56595,2301,-1.81,0.07,케이비자산운용
386,ARIRANG 스마트베타Quality채권혼합,238670,기타/기타,64,10725,416,4.69,0.2,한화자산운용
387,ARIRANG 국채선물10년,289670,채권/국공채권,64,57465,499,-1.72,0.13,한화자산운용
388,KODEX 운송,140710,섹터/산업재,64,4550,104667,33.24,0.45,삼성자산운용
389,TIGER 200커버드콜ATM,289480,파생상품/구조화,63,10535,240,11.72,0.38,미래에셋자산운용
390,KODEX 경기소비재,266390,섹터/경기소비재,63,10485,3379,10.02,0.45,삼성자산운용
391,TIGER K게임,300610,테마/기타,62,11285,10895,6.11,0.5,미래에셋자산운용
392,KBSTAR KRX국채선물3년10년스티프너2X,342600,채권/국공채권,62,51660,44,0.83,0.2,케이비자산운용
393,KBSTAR KRX국채선물3년10년스티프너,342500,채권/국공채권,61,51005,12,0.43,0.15,케이비자산운용
394,KODEX 퀄리티Plus,244660,투자전략/투자전략,61,10125,1426,12.94,0.3,삼성자산운용
395,파워 중기국고채,176710,채권/국공채권,61,101805,1,-0.12,0.15,교보악사자산운용
396,KBSTAR 미국장기국채선물(H),267440,해외지수/해외지수,61,12210,250,-3.48,0.4,케이비자산운용
397,TIGER 대형가치,292110,스타일/스타일,61,10980,1733,26.34,0.29,미래에셋자산운용
398,KBSTAR 차이나HSCEI(H),250730,해외지수/해외지수,60,12000,5834,10.5,0.4,케이비자산운용
399,KBSTAR KRX국채선물3년10년플래트너,342610,채권/국공채권,60,49810,11,-0.25,0.15,케이비자산운용
400,TIGER 일본엔선물인버스2X,292590,파생상품/인버스,60,8525,923,8.81,0.47,미래에셋자산운용
401,KODEX FnKorea50,296710,테마/우량주,60,9875,395,17.21,0.45,삼성자산운용
402,TIGER 200동일가중,252000,시장지수/코스피200,59,10745,298,19.39,0.25,미래에셋자산운용
403,TIGER 가격조정,217790,투자전략/투자전략,59,22790,3023,12.29,0.29,미래에셋자산운용
404,ARIRANG 코스닥150,301400,시장지수/코스닥,59,14700,10832,17.88,0.15,한화자산운용
405,KBSTAR KRX국채선물3년10년플래트너2X,342620,채권/국공채권,59,49310,12,-0.52,0.2,케이비자산운용
407,ARIRANG 200동일가중,295820,시장지수/코스피200,59,9775,121,20.16,0.23,한화자산운용
408,ARIRANG 코스피중형주,301440,스타일/스타일,59,10660,753,19.44,0.25,한화자산운용
409,TIGER 중소형가치,292140,스타일/스타일,58,10490,473,19.34,0.29,미래에셋자산운용
410,ARIRANG 선진국MSCI(합성 H),195970,해외지수/해외지수,57,11175,4201,16.1,0.5,한화자산운용
411,KBSTAR 200에너지화학,284990,섹터/소재,57,11400,3821,29.47,0.19,케이비자산운용
412,TIGER 원유선물인버스(H),217770,파생상품/인버스,57,9425,5115,-20.06,0.7,미래에셋자산운용
413,TIGER 국채선물10년인버스,302180,파생상품/인버스,57,47345,267,1.89,0.07,미래에셋자산운용
414,KOSEF 코스닥150선물,291610,시장지수/코스닥,57,9585,1147,19.51,0.09,키움투자자산운용
415,KINDEX 필리핀MSCI(합성),261920,해외지수/해외지수,56,14110,1524,16.8,0.5,한국투자신탁운용
416,TIGER 지주회사,307520,그룹주/기타,56,11085,809,16.8,0.5,미래에셋자산운용
417,흥국 S&P코리아로우볼,215620,투자전략/투자전략,55,10160,4832,14.74,0.4,흥국자산운용
418,KODEX 200 중소형,226980,스타일/스타일,55,11020,1903,21.5,0.3,삼성자산운용
419,KINDEX Fn성장소비주도주,226380,투자전략/투자전략,55,6840,1611,7.97,0.5,한국투자신탁운용
420,ARIRANG ESG우수기업,278420,테마/SRI,55,8415,3361,13.64,0.23,한화자산운용
421,KBSTAR 중소형모멘텀밸류,300290,투자전략/투자전략,54,10885,718,16.67,0.35,케이비자산운용
422,KBSTAR 우량업종,140580,테마/우량주,54,10865,1348,21.4,0.4,케이비자산운용
423,KINDEX 인버스,145670,파생상품/인버스,54,5440,19275,-20.64,0.15,한국투자신탁운용
424,KODEX 미국달러선물인버스,261270,파생상품/인버스,53,10455,27838,6.3,0.45,삼성자산운용
425,KBSTAR 200고배당커버드콜ATM,290080,파생상품/구조화,53,7590,306,8.43,0.4,케이비자산운용
426,KODEX 멀티에셋하이인컴(H),321410,해외지수/해외지수,52,10430,770,6.7,0.25,삼성자산운용
427,HANARO 코스닥150선물레버리지,306530,파생상품/레버리지,52,13675,10465,39.54,0.45,엔에이치아문디자산운용
428,KBSTAR 내수주플러스,326230,섹터/경기소비재,52,10425,5351,13.56,0.4,케이비자산운용
429,ARIRANG S&P글로벌인프라,269530,해외지수/해외지수,52,10280,901,7.87,0.3,한화자산운용
430,KODEX China H선물인버스(H),291660,파생상품/인버스,51,10200,805,-11.42,0.64,삼성자산운용
431,KODEX 국채선물3년인버스,292770,채권/국공채권,51,49610,3,0.27,0.07,삼성자산운용
432,KODEX MSCI EM선물(H),291890,해외지수/해외지수,50,10065,2977,18.97,0.45,삼성자산운용
433,KODEX WTI원유선물인버스(H),271050,파생상품/인버스,50,13235,28352,-19.27,0.35,삼성자산운용
434,KINDEX 국채선물3년인버스,299080,채권/국공채권,50,99155,2,0.36,0.05,한국투자신탁운용
435,TIGER S&P글로벌인프라(합성),269370,해외지수/해외지수,49,9705,552,8.31,0.4,미래에셋자산운용
436,TIGER 은행,091220,섹터/금융,48,6480,28171,24.5,0.46,미래에셋자산운용
437,KBSTAR 200중공업,285010,섹터/산업재,47,8760,2473,25.95,0.19,케이비자산운용
438,마이티 200커버드콜ATM레버리지,292340,파생상품/구조화,47,9470,12,25.76,0.51,DB자산운용
439,KINDEX 국채선물10년인버스,299070,채권/국공채권,47,93580,2,1.99,0.05,한국투자신탁운용
440,ARIRANG 코스닥150선물인버스,301410,파생상품/인버스,47,7210,30888,-17.88,0.29,한화자산운용
441,KBSTAR 중소형모멘텀로우볼,300280,투자전략/투자전략,46,10310,613,17.16,0.35,케이비자산운용
442,KBSTAR 200산업재,287320,섹터/산업재,46,9140,455,24.52,0.19,케이비자산운용
443,KBSTAR 코스닥150선물인버스,275750,파생상품/인버스,45,4810,60900,-18.06,0.6,케이비자산운용
444,KBSTAR 차이나H선물인버스(H),291680,파생상품/인버스,45,10080,493,-10.99,0.59,케이비자산운용
445,KOSEF 200선물인버스,253240,파생상품/인버스,44,5760,6590,-20.88,0.46,키움투자자산운용
446,HANARO 농업융복합산업,314700,테마/기타,44,10985,17924,14.19,0.5,엔에이치아문디자산운용
447,KBSTAR 수출주,140570,스타일/스타일,44,10880,827,26.59,0.4,케이비자산운용
448,KOSEF 코스닥150선물인버스,291620,파생상품/인버스,44,8240,8572,-18.01,0.09,키움투자자산운용
449,KBSTAR 200생활소비재,287330,섹터/필수소비재,43,8645,8317,13.53,0.19,케이비자산운용
450,KOSEF 고배당,104530,스타일/스타일,43,7685,5054,23.35,0.4,키움투자자산운용
451,KODEX 미국채울트라30년선물인버스(H),304670,파생상품/인버스,42,7040,748,3.91,0.3,삼성자산운용
452,KODEX 밸류Plus,244670,투자전략/투자전략,42,8345,12657,19.38,0.3,삼성자산운용
453,TIGER 200 생활소비재,227560,섹터/필수소비재,41,11385,2737,14.25,0.4,미래에셋자산운용
454,KBSTAR 200선물인버스,252410,파생상품/인버스,40,5745,5612,-20.7,0.6,케이비자산운용
455,KBSTAR 200금융,284980,섹터/금융,39,7795,2979,21.99,0.19,케이비자산운용
456,KBSTAR 미국장기국채선물인버스(H),267450,파생상품/인버스,39,7720,87,2.52,0.4,케이비자산운용
457,KBSTAR 국채선물10년인버스,295020,파생상품/인버스,38,46650,25,1.93,0.07,케이비자산운용
458,KBSTAR 200철강소재,285020,섹터/소재,36,6895,5180,33.49,0.19,케이비자산운용
459,TIGER 200 산업재,227550,섹터/산업재,35,5030,3133,24.35,0.4,미래에셋자산운용
460,KODEX 골드선물인버스(H),280940,파생상품/인버스,35,6990,5616,-1.69,0.45,삼성자산운용
461,TIGER 금속선물(H),139310,상품/금속,34,5635,2641,16.07,0.7,미래에셋자산운용
462,TIGER 200 철강소재,139240,섹터/소재,33,7185,13329,33.3,0.4,미래에셋자산운용
463,KBSTAR 미국장기국채선물인버스2X(합성 H),267500,파생상품/인버스,29,5780,622,5.47,0.5,케이비자산운용
464,KBSTAR 팔라듐선물인버스(H),334700,파생상품/인버스,27,5350,2978,-6.22,0.6,케이비자산운용
465,ARIRANG KRX300IT,309170,시장지수/KRX300,24,17410,1188,27.97,0.4,한화자산운용
466,KBSTAR 200경기소비재,287310,섹터/경기소비재,16,10015,869,18.87,0.19,케이비자산운용
467,KBSTAR 200건설,287300,섹터/산업재,11,9565,3656,31.21,0.19,케이비자산운용
468,마이티 200커버드콜ATM레버리지,292340,파생상품/구조화,47,9470,12,25.76,0.51,DB자산운용
469,KINDEX 국채선물10년인버스,299070,채권/국공채권,47,93580,2,1.99,0.05,한국투자신탁운용
470,ARIRANG 코스닥150선물인버스,301410,파생상품/인버스,47,7210,30888,-17.88,0.29,한화자산운용
471,KBSTAR 중소형모멘텀로우볼,300280,투자전략/투자전략,46,10310,613,17.16,0.35,케이비자산운용
472,KBSTAR 200산업재,287320,섹터/산업재,46,9140,455,24.52,0.19,케이비자산운용
473,KBSTAR 코스닥150선물인버스,275750,파생상품/인버스,45,4810,60900,-18.06,0.6,케이비자산운용
474,KBSTAR 차이나H선물인버스(H),291680,파생상품/인버스,45,10080,493,-10.99,0.59,케이비자산운용
475,KOSEF 200선물인버스,253240,파생상품/인버스,44,5760,6590,-20.88,0.46,키움투자자산운용
476,HANARO 농업융복합산업,314700,테마/기타,44,10985,17924,14.19,0.5,엔에이치아문디자산운용
477,KBSTAR 수출주,140570,스타일/스타일,44,10880,827,26.59,0.4,케이비자산운용
478,KOSEF 코스닥150선물인버스,291620,파생상품/인버스,44,8240,8572,-18.01,0.09,키움투자자산운용
479,KBSTAR 200생활소비재,287330,섹터/필수소비재,43,8645,8317,13.53,0.19,케이비자산운용
