Symbol,Name,Industry,IndustryCode
MG,Mistras Group Inc,오일 및 가스,501020
AEB,Aegon NV PRF,보험,553010
VTN,Invesco Trust for Investment Grade New York Municipals,다양한 금융서비스,555010
CSLT,Castlight Health Inc Class B,헬스케어 장비 및 용품,561010
CATO,Cato Corp Class A,전문품 상점,534030
ANH,Anworth Mortgage Asset Corp,주택 및 상업용 리츠,601020
NSH.U,"NavSight Holdings, Inc.",기타 금융업,556010
SAR,Saratoga Investment Corp,투자은행 및 서비스,551020
CVEO,Civeo Corp,부동산 운영 관리,601010
GIX,GigCapital2 Inc,기타 금융업,556010
FVT.U,Fortress Value Acquisition III Corp,기타 금융업,556010
ODC,Oil-Dri Corporation of America,"개인, 가정 용품 및 서비스",542010
EVF,Eaton Vance Senior Income Trust,다양한 금융서비스,555010
HBB,Hamilton Beach Brands Holding Co Class A,전문품 상점,534030
ADEX.U,Adit EdTech Acquisition Cor,기타 금융업,556010
AJX,Great Ajax Corp,주택 및 상업용 리츠,601020
CMO PR E,Capstead Mortgage Corp PRF,주택 및 상업용 리츠,601020
CEIX,CONSOL Energy Inc,석유,501010
CRD.A,Crawford & Co Class A,보험,553010
ETX,Eaton Vance Municipal Income 2028 Term Trust,다양한 금융서비스,555010
CAS.U,Cascade Acquisition Corp,기타 금융업,556010
EMO,Clearbridge Energy Midstream Opportunity Fund Inc,다양한 금융서비스,555010
FST.U,FAST Acquisition Corp,기타 금융업,556010
BGR,Blackrock Energy and Resources Trust,다양한 금융서비스,555010
QUAD,Quad/Graphics Inc Class A,전문 및 상업 서비스,522030
JRS,Nuveen Real Estate Income Fund,다양한 금융서비스,555010
MFA PR C,MFA Financial Inc PRF,주택 및 상업용 리츠,601020
BW,Babcock & Wilcox Enterprises Inc,"건설장비 및 대형차, 기차, 배",521020
TACA.U,Trepont Acquisition I Corp,기타 금융업,556010
LGI,Lazard Global Total Return and Income Fund Inc,다양한 금융서비스,555010
PSA PR J,Public Storage ADR,주택 및 상업용 리츠,601020
PSB PR X,PS Business Parks Inc ADR,주택 및 상업용 리츠,601020
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc,다양한 금융서비스,555010
NL,NL Industries Inc,"건설장비 및 대형차, 기차, 배",521020
HZN,Horizon Global Corp,자동차 및 자동차 부품,531010
SCPE,SC Health Corp Class A,기타 금융업,556010
OCN,Ocwen Financial Corp,은행,551010
EVG,Eaton Vance Short Duration Diversified Income Fund,다양한 금융서비스,555010
UMH PR C,UMH Properties Inc PRF,주택 및 상업용 리츠,601020
AMH PR E,American Homes 4 Rent PRF,주택 및 상업용 리츠,601020
VBF,Invesco Bond Fund,다양한 금융서비스,555010
KIM PR L,Kimco Realty Corp ADR,주택 및 상업용 리츠,601020
ATTO,Atento SA,전문 및 상업 서비스,522030
DFNS,LGL Systems Acquisition Corp Class A,기타 금융업,556010
VIST,Vista Oil & Gas SAB de CV ADR,오일 및 가스,501020
SLG PR I,SL Green Realty Corp PRF,주택 및 상업용 리츠,601020
PMVC,PMV Consumer Acquisition Corp Class A,기타 금융업,556010
SQNS,Sequans Communications SA ADR,반도체 및 반도체 장비,571010
NSA PR A,National Storage Affiliates Trust PRF,주택 및 상업용 리츠,601020
PZC,PIMCO California Municipal Income Fund Iii,다양한 금융서비스,555010
AONE.U,one,기타 금융업,556010
TDE,Telephone and Data Systems Inc PRF,통신 서비스,574010
CIM PR C,Chimera Investment Corp PRF,주택 및 상업용 리츠,601020
ATCO PR H,Atlas Corp (Canada) PRF,화물 및 물류 서비스,524050
WPG,Washington Prime Group Inc,주택 및 상업용 리츠,601020
NXR,Nuveen Select Tax Free Income Portfolio 3,다양한 금융서비스,555010
CHS,Chico's FAS Inc,전문품 상점,534030
AFT,Apollo Senior Floating Rate Fund Inc,다양한 금융서비스,555010
BH,Biglari Holdings Inc Class B,호텔 및 엔터테인먼트,533010
DLR PR K,Digital Realty Trust Inc PRF,주택 및 상업용 리츠,601020
MHD,BlackRock MuniHoldings Fund Inc,다양한 금융서비스,555010
FLC,Flaherty & Crumrine Total Return Fund Inc,다양한 금융서비스,555010
JCE,Nuveen Core Equity Alpha Fund,다양한 금융서비스,555010
MLP,Maui Land & Pineapple Company Inc,부동산 운영 관리,601010
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,다양한 금융서비스,555010
AGS,PlayAGS Inc,호텔 및 엔터테인먼트,533010
LNFA,L&F Acquisition Corp Class A,기타 금융업,556010
INSI,Insight Select Income Fund,다양한 금융서비스,555010
KF,Korea Fund Inc,다양한 금융서비스,555010
GRX,Gabelli Healthcare & WellnessRx Trust,다양한 금융서비스,555010
MOGU,Mogu Inc ADR,소프트웨어 및 IT서비스,572010
SJIU,South Jersey Industries Inc Unit,천연가스 유틸리티,591020
SALT,Scorpio Bulkers Inc,화물 및 물류 서비스,524050
SF PR C,Stifel Financial Corp ADR,투자은행 및 서비스,551020
GIX.U,GigCapital2 Inc Unit,기타 금융업,556010
IVH,Ivy High Income Opportunities Fund,다양한 금융서비스,555010
PSA PR K,Public Storage ADR,주택 및 상업용 리츠,601020
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,다양한 금융서비스,555010
EOD,Wells Fargo Global Dividend Opportunity Fund,다양한 금융서비스,555010
DHF,BNY Mellon High Yield Strategies Fund,다양한 금융서비스,555010
BSL,Blackstone Senior Floating Rate Term Fund,다양한 금융서비스,555010
DWIN.U,Delwinds Insurance Acquisition Corp,기타 금융업,556010
PIM,Putnam Master Intermediate Income Trust,다양한 금융서비스,555010
BEP PR A,Brookfield Renewable Partners LP PRF,전기 유틸리티,591010
EP PR C,El Paso Energy Capital Trust I Convertible Preference Shares,은행,551010
SCD,LMP Capital And Income Fund Inc,다양한 금융서비스,555010
MXF,Mexico Fund Inc,다양한 금융서비스,555010
BML PR J,Bank of America Corp ADR,은행,551010
GNPK,Genesis Park Acquisition Corp,기타 금융업,556010
SCM,Stellus Capital Investment Corp,다양한 금융서비스,555010
PSTL,Postal Realty Trust Inc Class A,주택 및 상업용 리츠,601020
PFD,Flaherty & Crumrine Preferred & Income Fund Inc,다양한 금융서비스,555010
SNV PR D,Synovus Financial Corp PRF,은행,551010
DSX,Diana Shipping Inc,화물 및 물류 서비스,524050
NSL,Nuveen Senior Income Fund,다양한 금융서비스,555010
EHT,Eaton Vance 2021 Target Term Trust,다양한 금융서비스,555010
CIT PR B,CIT Group Inc PRF,은행,551010
CNF,CNFinance Holdings Ltd ADR,은행,551010
ENR PR A,Energizer Holdings Inc PRF,"건설장비 및 대형차, 기차, 배",521020
IDE,Voya Infrastructure Industrials and Materials Fund,다양한 금융서비스,555010
GPX,GP Strategies Corp,비즈니스교육,631030
TCI,Transcontinental Realty Investors Inc,주택 및 상업용 리츠,601020
DLR PR J,Digital Realty Trust Inc PRF,주택 및 상업용 리츠,601020
AIF,Apollo Tactical Income Fund Inc,다양한 금융서비스,555010
IHIT,Invesco High Income 2023 Target Term Fund,다양한 금융서비스,555010
GNE,Genie Energy Ltd Class B,복합 유틸리티,591040
PSB PR Y,PS Business Parks Inc ADR,주택 및 상업용 리츠,601020
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,다양한 금융서비스,555010
TWN,Taiwan Fund Inc,다양한 금융서비스,555010
FDEU,First Trust Dynamic Europe Equity Income Fund,다양한 금융서비스,555010
FRC PR H,First Republic Bank ADR,은행,551010
DLR PR C,Digital Realty Trust Inc PRF,주택 및 상업용 리츠,601020
GGT,Gabelli Multimedia Trust Inc,다양한 금융서비스,555010
HYB,New America High Income Fund Inc,다양한 금융서비스,555010
NRP,Natural Resource Partners LP Unit,석유,501010
PSA PR M,Public Storage ADR,주택 및 상업용 리츠,601020
GAM PR B,General American Investors Co Inc PRF,다양한 금융서비스,555010
PSA PR C,Public Storage ADR,주택 및 상업용 리츠,601020
BIP PR A,Brookfield Infrastructure Partners LP,복합 기업,544010
BXP PR B,Boston Properties Inc ADR,주택 및 상업용 리츠,601020
DFNS.U,LGL Systems Acquisition Corp Unit,기타 금융업,556010
BVH,Bluegreen Vacations Holding Corp Class A,호텔 및 엔터테인먼트,533010
FIF,First Trust Energy Infrastructure Fund,다양한 금융서비스,555010
PANA,Panacea Acquisition Corp Class A,기타 금융업,556010
UTI,Universal Technical Institute Inc,비즈니스교육,631030
BGIO,BlackRock 2022 Global Income Opportunity Trust,다양한 금융서비스,555010
ATCO PR G,Atlas Corp (Canada) PRF,화물 및 물류 서비스,524050
OPP,Rivernorth/Doubleline Strategic Opportunity Fund Inc,다양한 금융서비스,555010
DDT,Dillard's Capital Trust I PRF,은행,551010
STG,Sunlands Technology Group ADR,소프트웨어 및 IT서비스,572010
BORR,Borr Drilling Ltd,오일 및 가스 장비 및 서비스,501030
OAK PR A,Oaktree Capital Group LLC PRF,투자은행 및 서비스,551020
GS PR C,Goldman Sachs Group Inc ADR,투자은행 및 서비스,551020
GTT,GTT Communications Inc,소프트웨어 및 IT서비스,572010
SB,Safe Bulkers Inc,화물 및 물류 서비스,524050
TDA,Telephone and Data Systems Inc PRF,통신 서비스,574010
OSG,Overseas Shipholding Group Inc Class A,오일 및 가스 장비 및 서비스,501030
PSB PR W,PS Business Parks Inc ADR,주택 및 상업용 리츠,601020
SCPE.U,SC Health Corp Unit,기타 금융업,556010
ACP,Aberdeen Income Credit Strategies Fund,다양한 금융서비스,555010
MFA PR B,MFA Financial Inc PRF,주택 및 상업용 리츠,601020
MPA,BlackRock Muniyield Pennsylvania Quality Fund,다양한 금융서비스,555010
GLOP,GasLog Partners LP Unit,오일 및 가스 장비 및 서비스,501030
TWO PR E,Two Harbors Investment Corp PRF,주택 및 상업용 리츠,601020
UAN,CVR Partners LP Unit,화학,511010
PMT PR B,PennyMac Mortgage Investment Trust PRF,주택 및 상업용 리츠,601020
MYF,BlackRock MuniYield Investment Fund,다양한 금융서비스,555010
LNFA.U,L&F Acquisition Corp,기타 금융업,556010
HOV,Hovnanian Enterprises Inc Class A,주택건설,532030
NIQ,Nuveen Intermediate Duration Quality Municipal Term Fund,다양한 금융서비스,555010
CULP,Culp Inc,섬유 및 의류,532020
PMVC.U,PMV Consumer Acquisition Corp,기타 금융업,556010
NYCB PR U,New York Community Capital Trust V Unit,은행,551010
BHR,Braemar Hotels & Resorts Inc,주택 및 상업용 리츠,601020
AT,Atlantic Power Corp,전기 유틸리티,591010
PRE PR I,PartnerRe Ltd PRF,보험,553010
CTA PR B,E I Du Pont De Nemours and Co PRF,복합 기업,544010
BNY,BlackRock New York Municipal Income Trust,다양한 금융서비스,555010
TRTN PR C,Triton International Ltd PRF,전문 및 상업 서비스,522030
FT,Franklin Universal Trust,다양한 금융서비스,555010
WMC,Western Asset Mortgage Capital Corp,주택 및 상업용 리츠,601020
GNPK.U,Genesis Park Acquisition Corp,기타 금융업,556010
MSD,Morgan Stanley Emerging Markets Debt Fund Inc,다양한 금융서비스,555010
NS PR A,NuStar Energy LP PRF,오일 및 가스 장비 및 서비스,501030
NC,NACCO Industries Inc Class A,석유,501010
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,다양한 금융서비스,555010
TEAF,Tortoise Essential Assets Income Term Fund,다양한 금융서비스,555010
CIM PR D,Chimera Investment Corp PRF,주택 및 상업용 리츠,601020
GLEO,Galileo Acquisition Corp,기타 금융업,556010
JHS,John Hancock Income Securities Trust,다양한 금융서비스,555010
BXS PR A,BancorpSouth Bank PRF,은행,551010
SRC PR A,Spirit Realty Capital Inc PRF,주택 및 상업용 리츠,601020
SUPV,Grupo Supervielle SA ADR,은행,551010
TFC PR I,Truist Financial Corp ADR,은행,551010
ASGI,Aberdeen Standard Global Infrastructure Income Fund,다양한 금융서비스,555010
PANA.U,Panacea Acquisition Corp Unit,기타 금융업,556010
BGX,Blackstone Long-Short Credit Income Fund,다양한 금융서비스,555010
TREC,Trecora Resources,화학,511010
GNL PR A,Global Net Lease Inc PRF,주택 및 상업용 리츠,601020
ORN,Orion Group Holdings Inc,건설 및 엔지니어링,522010
SD,SandRidge Energy Inc,오일 및 가스,501020
CRD.B,Crawford & Co Class B,보험,553010
LEAF,Leaf Group Ltd,소프트웨어 및 IT서비스,572010
NAZ,Nuveen Arizona Quality Municipal Income Fund,다양한 금융서비스,555010
NGL PR B,NGL Energy Partners LP PRF,오일 및 가스,501020
JDD,Nuveen Diversified Dividend and Income Fund,다양한 금융서비스,555010
CCZ,Comcast Holdings Corp PRF,미디어 및 출판,533020
AHH PR A,Armada Hoffler Properties Inc PRF,주택 및 상업용 리츠,601020
MUS,BlackRock MuniHoldings Quality Fund Inc,다양한 금융서비스,555010
MUH,BlackRock MuniHoldings Fund II Inc,다양한 금융서비스,555010
BTA,BlackRock Long Term Municipal Advantage Trust,다양한 금융서비스,555010
CEE,Central and Eastern Europe Fund Inc,다양한 금융서비스,555010
GGM,Guggenheim Credit Allocation Fund,다양한 금융서비스,555010
TNP,Tsakos Energy Navigation Ltd,오일 및 가스 장비 및 서비스,501030
TTI,Tetra Technologies Inc,오일 및 가스 장비 및 서비스,501030
TGP PR B,Teekay LNG Partners LP PRF,오일 및 가스 장비 및 서비스,501030
NMM,Navios Maritime Partners LP Unit,화물 및 물류 서비스,524050
RRD,RR Donnelley & Sons Co,전문 및 상업 서비스,522030
RIV,RiverNorth Opportunities Fund Inc,다양한 금융서비스,555010
CTK,CooTek (Cayman) Inc ADR,소프트웨어 및 IT서비스,572010
BBK,BlackRock Municipal Bond Trust,다양한 금융서비스,555010
SITC PR A,Site Centers Corp ADR,주택 및 상업용 리츠,601020
WEA,Western Asset Premier Bond Fund,다양한 금융서비스,555010
FHN PR E,First Horizon Corp (Tennessee) ADR,은행,551010
DS,Drive Shack Inc,호텔 및 엔터테인먼트,533010
ELVT,Elevate Credit Inc,은행,551010
JPT,Nuveen Preferred and Income 2022 Term Fund,다양한 금융서비스,555010
FMN,Federated Hermes Premier Municipal Income Fund,다양한 금융서비스,555010
XYF,X Financial ADR,은행,551010
PRE PR G,PartnerRe Ltd PRF,보험,553010
PBT,Permian Basin Royalty Trust Unit,오일 및 가스,501020
EXTN,Exterran Corp,오일 및 가스 장비 및 서비스,501030
MHF,Western Asset Municipal High Income Fund Inc,다양한 금융서비스,555010
SF PR B,Stifel Financial Corp ADR,투자은행 및 서비스,551020
ARL,American Realty Investors Inc,부동산 운영 관리,601010
IGA,Voya Global Advantage And Premium Opportunity Fund,다양한 금융서비스,555010
KKR PR B,KKR & Co Inc PRF,투자은행 및 서비스,551020
NTG,Tortoise Midstream Energy Fund Inc,다양한 금융서비스,555010
CXE,MFS High Income Municipal Trust,다양한 금융서비스,555010
TRTN PR D,Triton International Ltd PRF,전문 및 상업 서비스,522030
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Inc,다양한 금융서비스,555010
XIN,Xinyuan Real Estate Co Ltd ADR,부동산 운영 관리,601010
AMH PR F,American Homes 4 Rent PRF,주택 및 상업용 리츠,601020
GHM,Graham Corp,"건설장비 및 대형차, 기차, 배",521020
SF PR A,Stifel Financial Corp ADR,투자은행 및 서비스,551020
HIE,Miller/Howard High Income Equity Fund,다양한 금융서비스,555010
DMO,Western Asset Mortgage Opportunity Fund Inc,다양한 금융서비스,555010
CBB PR B,Cincinnati Bell Inc ADR,통신 서비스,574010
WBS PR F,Webster Financial Corp ADR,은행,551010
GLEO.U,Galileo Acquisition Corp Unit,기타 금융업,556010
TAP.A,Molson Coors Beverage Co Class A,음료,541010
FRT PR C,Federal Realty Investment Trust ADR,주택 및 상업용 리츠,601020
FRC PR G,First Republic Bank ADR,은행,551010
NNY,Nuveen New York Municipal Value Fund Inc,다양한 금융서비스,555010
IHD,Voya Emerging Markets High Dividend Equity Fund,다양한 금융서비스,555010
FPI PR B,Farmland Partners Inc PRF,주택 및 상업용 리츠,601020
CHMI,Cherry Hill Mortgage Investment Corp,주택 및 상업용 리츠,601020
ATCO PR I,Atlas Corp (Canada) PRF,화물 및 물류 서비스,524050
HGLB,Highland Global Allocation Fund,다양한 금융서비스,555010
CFR PR B,Cullen/Frost Bankers Inc ADR,은행,551010
EARN,Ellington Residential Mortgage REIT,주택 및 상업용 리츠,601020
DLNG,Dynagas LNG Partners LP Unit,오일 및 가스 장비 및 서비스,501030
SJT,San Juan Basin Royalty Trust Unit,오일 및 가스,501020
MCN,Madison Covered Call & Equity Strategy Fund,다양한 금융서비스,555010
PSA PR O,Public Storage ADR,주택 및 상업용 리츠,601020
MTL PR,Mechel PAO ADR,메탈&마이닝,512010
RENN,Renren Inc ADR,소프트웨어 및 IT서비스,572010
CDR,Cedar Realty Trust Inc,주택 및 상업용 리츠,601020
EQC PR D,Equity Commonwealth Convertible Preference Shares Series D,주택 및 상업용 리츠,601020
IVR PR B,Invesco Mortgage Capital Inc PRF,주택 및 상업용 리츠,601020
NRZ PR A,New Residential Investment Corp PRF,주택 및 상업용 리츠,601020
ARGD,Argo Group US Inc PRF,보험,553010
NS PR C,NuStar Energy LP PRF,오일 및 가스 장비 및 서비스,501030
PAI,Western Asset Investment Grade Income Fund Inc,다양한 금융서비스,555010
AHT,Ashford Hospitality Trust Inc,주택 및 상업용 리츠,601020
MGF,MFS Government Markets Income Trust,다양한 금융서비스,555010
SITC PR K,Site Centers Corp ADR,주택 및 상업용 리츠,601020
SUP,Superior Industries International Inc,자동차 및 자동차 부품,531010
MNP,Western Asset Municipal Partners Fund Inc,다양한 금융서비스,555010
DTLA PR,Brookfield DTLA Fund Office Trust Investor Inc PRF,주택 및 상업용 리츠,601020
DCP PR B,DCP Midstream LP PRF,오일 및 가스 장비 및 서비스,501030
BGSF,BG Staffing Inc,전문 및 상업 서비스,522030
ENZ,Enzo Biochem Inc,헬스케어 업체 및 서비스,561020
INN PR E,Summit Hotel Properties Inc PRF,주택 및 상업용 리츠,601020
HT PR D,Hersha Hospitality Trust PRF,주택 및 상업용 리츠,601020
RGT,Royce Global Value Trust Inc,다양한 금융서비스,555010
HEQ,John Hancock Hedged Equity & Income Fund,다양한 금융서비스,555010
NTZ,Natuzzi SpA ADR,가정용품,532040
STL PR A,Sterling Bancorp ADR,은행,551010
PEB PR F,Pebblebrook Hotel Trust PRF,주택 및 상업용 리츠,601020
HFRO PR A,Highland Income Fund PRF,다양한 금융서비스,555010
EPR PR G,EPR Properties PRF,주택 및 상업용 리츠,601020
CCM,Concord Medical Services Holdings Ltd ADR,헬스케어 업체 및 서비스,561020
CIM PR A,Chimera Investment Corp PRF,주택 및 상업용 리츠,601020
TSQ,Townsquare Media Inc Class A,미디어 및 출판,533020
ATCO PR E,Atlas Corp (Canada) PRF,화물 및 물류 서비스,524050
IVR PR A,Invesco Mortgage Capital Inc PRF,주택 및 상업용 리츠,601020
TWO PR A,Two Harbors Investment Corp PRF,주택 및 상업용 리츠,601020
NMT,Nuveen Massachusetts Quality Municipal Income Fund,다양한 금융서비스,555010
NMK PR B,Niagara Mohawk Power Corp PRF,전기 유틸리티,591010
FTK,Flotek Industries Inc,오일 및 가스 장비 및 서비스,501030
JSD,Nuveen Short Duration Credit Opportunities Fund,다양한 금융서비스,555010
CTR,Clearbridge MLP and Midstream Total Return Fund Inc,다양한 금융서비스,555010
SFE,Safeguard Scientifics Inc,투자은행 및 서비스,551020
BBF,BlackRock Municipal Income Investment Trust,다양한 금융서비스,555010
UBP,Urstadt Biddle Properties Inc,주택 및 상업용 리츠,601020
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,다양한 금융서비스,555010
EDF,Stone Harbor Emerging Markets Income Fund,다양한 금융서비스,555010
RMI,Rivernorth Opportunistic Municipal Income Fund Inc,다양한 금융서비스,555010
AGD,Aberdeen Global Dynamic Dividend Fund,다양한 금융서비스,555010
SOS,Sos Ltd ADR,은행,551010
EGY,VAALCO Energy Inc,오일 및 가스,501020
BAF,BlackRock Municipal Income Investment Quality Trust,다양한 금융서비스,555010
FAM,First Trust/Aberdeen Global Opportunity Income Fund,다양한 금융서비스,555010
NKG,Nuveen Georgia Quality Municipal Income Fund,다양한 금융서비스,555010
GDL PR C,GDL Fund PRF,다양한 금융서비스,555010
NIM,Nuveen Select Maturities Municipal Fund,다양한 금융서비스,555010
TRTN PR B,Triton International Ltd PRF,전문 및 상업 서비스,522030
VGI,Virtus Global Multi-Sector Income Fund,다양한 금융서비스,555010
AAIC,Arlington Asset Investment Corp Class A,투자은행 및 서비스,551020
HIL,Hill International Inc,건설 및 엔지니어링,522010
RFM,Rivernorth Flexible Municipal Income Fund Inc,주택 및 상업용 리츠,601020
AP,Ampco-Pittsburgh Corp,메탈&마이닝,512010
MPV,Barings Participation Investors,다양한 금융서비스,555010
JEQ,Aberdeen Japan Equity Fund Inc,다양한 금융서비스,555010
XAN,Exantas Capital Corp,주택 및 상업용 리츠,601020
ARR PR C,ARMOUR Residential REIT Inc PRF,주택 및 상업용 리츠,601020
CLPR,Clipper Realty Inc,주택 및 상업용 리츠,601020
TGP PR A,Teekay LNG Partners LP PRF,오일 및 가스 장비 및 서비스,501030
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc,다양한 금융서비스,555010
NGS,Natural Gas Services Group Inc,오일 및 가스 장비 및 서비스,501030
ASC,Ardmore Shipping Corp,오일 및 가스 장비 및 서비스,501030
ATCO PR D,Atlas Corp (Canada) PRF,화물 및 물류 서비스,524050
SBI,Western Asset Intermediate Muni Fund Inc,다양한 금융서비스,555010
APRN,Blue Apron Holdings  Inc. Class A,식품 및 담배,541020
NYC,New York City REIT Inc Class A,주택 및 상업용 리츠,601020
SPLP PR A,Steel Partners Holdings LP PRF,메탈&마이닝,512010
EPR PR C,EPR Properties Convertible Preference Shares Series C,주택 및 상업용 리츠,601020
AGM PR F,Federal Agricultural Mortgage Corp PRF,은행,551010
DRH PR A,Diamondrock Hospitality Co PRF,주택 및 상업용 리츠,601020
PCM,PCM Fund Inc,다양한 금융서비스,555010
KSM,DWS Strategic Municipal Income Trust,다양한 금융서비스,555010
CMU,MFS High Yield Municipal Trust,다양한 금융서비스,555010
ALIN PR A,Altera Infrastructure LP PRF,오일 및 가스 장비 및 서비스,501030
COF PR K,Capital One Financial Corp ADR,은행,551010
STAR PR I,iStar Inc PRF,주택 및 상업용 리츠,601020
FNB PR E,F.N.B. Corp ADR,은행,551010
GDL,GDL Fund,다양한 금융서비스,555010
PNI,PIMCO New York Municipal Income Fund II,다양한 금융서비스,555010
GEN,Genesis Healthcare Inc Class A,헬스케어 업체 및 서비스,561020
FPL,First Trust New Opportunities MLP & Energy Fund,다양한 금융서비스,555010
MITT,AG Mortgage Investment Trust Inc,주택 및 상업용 리츠,601020
DTF,DTF Tax-Free Income Inc,다양한 금융서비스,555010
DHX,DHI Group Inc,전문 및 상업 서비스,522030
MFT,Blackrock Muniyield Investment Quality Fund,다양한 금융서비스,555010
GGZ,Gabelli Global Small and Mid Cap Value Trust,다양한 금융서비스,555010
AMH PR H,American Homes 4 Rent PRF,주택 및 상업용 리츠,601020
KWAC.U,Kingswood Acquisition Corp,기타 금융업,556010
SPE,Special Opportunities Fund Inc,다양한 금융서비스,555010
TNP PR F,Tsakos Energy Navigation Ltd PRF,오일 및 가스 장비 및 서비스,501030
SFUN,Fang Holdings Ltd ADR,부동산 운영 관리,601010
WHG,Westwood Holdings Group Inc,투자은행 및 서비스,551020
SWZ,Swiss Helvetia Fund Inc,다양한 금융서비스,555010
EFF,Eaton Vance Floating-Rate Income Plus Fund,다양한 금융서비스,555010
ATA.U,Americas Technology Acquisition Corp,기타 금융업,556010
GCV,Gabelli Convertible and Income Securities Fund Inc,다양한 금융서비스,555010
CMRE PR E,Costamare Inc PRF,화물 및 물류 서비스,524050
AMH PR G,American Homes 4 Rent PRF,주택 및 상업용 리츠,601020
DEX,Delaware Enhanced Global Dividend and Income Fund,다양한 금융서비스,555010
PEB PR D,Pebblebrook Hotel Trust PRF,주택 및 상업용 리츠,601020
EPR PR E,EPR Properties Convertible Preference Shares Series E,주택 및 상업용 리츠,601020
PEB PR C,Pebblebrook Hotel Trust PRF,주택 및 상업용 리츠,601020
GTN.A,Gray Television Inc Class A,미디어 및 출판,533020
HMLP PR A,Hoegh LNG Partners LP PRF,오일 및 가스 장비 및 서비스,501030
NCZ PR A,Allianzgi Convertible & Income Fund II PRF,다양한 금융서비스,555010
JAX,J Alexanders Holdings Inc,호텔 및 엔터테인먼트,533010
LXU,LSB Industries Inc,화학,511010
QTS PR A,QTS Realty Trust Inc PRF,주택 및 상업용 리츠,601020
CORR,CorEnergy Infrastructure Trust Inc,주택 및 상업용 리츠,601020
UBP PR H,Urstadt Biddle Properties Inc PRF,주택 및 상업용 리츠,601020
AGM.A,Federal Agricultural Mortgage Corp Class A,은행,551010
CIO PR A,City Office REIT Inc PRF,주택 및 상업용 리츠,601020
GLOG PR A,GasLog Ltd PRF,화물 및 물류 서비스,524050
ALIN PR B,Altera Infrastructure LP PRF,오일 및 가스 장비 및 서비스,501030
TDI,Telephone and Data Systems Inc PRF,통신 서비스,574010
SHO PR E,Sunstone Hotel Investors Inc PRF,주택 및 상업용 리츠,601020
PEI,Pennsylvania Real Estate Investment Trust,주택 및 상업용 리츠,601020
PMT PR A,PennyMac Mortgage Investment Trust PRF,주택 및 상업용 리츠,601020
ENO,Entergy New Orleans LLC PRF,전기 유틸리티,591010
USDP,USD Partners LP Unit,오일 및 가스 장비 및 서비스,501030
ASB PR F,Associated Banc-Corp ADR,은행,551010
PINE,Alpine Income Property Trust Inc,주택 및 상업용 리츠,601020
CDR PR C,Cedar Realty Trust Inc PRF,주택 및 상업용 리츠,601020
GLOP PR A,GasLog Partners LP PRF,오일 및 가스 장비 및 서비스,501030
PGP,PIMCO Global StocksPLUS & Income Fund,다양한 금융서비스,555010
IAE,Voya Asia Pacific High Dividend Equity Income Fund,다양한 금융서비스,555010
BH.A,Biglari Holdings Inc Class A,호텔 및 엔터테인먼트,533010
LXP PR C,Lexington Realty Trust Convertible Preference Shares Series C,주택 및 상업용 리츠,601020
VNCE,Vince Holding Corp,섬유 및 의류,532020
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,다양한 금융서비스,555010
JLS,Nuveen Mortgage and Income Fund,다양한 금융서비스,555010
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust,다양한 금융서비스,555010
KFS,Kingsway Financial Services Inc,보험,553010
BSD,Blackrock Strategic Municipal Trust,다양한 금융서비스,555010
ALIN PR E,Altera Infrastructure LP PRF,오일 및 가스 장비 및 서비스,501030
CSR PR C,Investors Real Estate Trust PRF,주택 및 상업용 리츠,601020
AGM PR D,Federal Agricultural Mortgage Corp PRF,은행,551010
GAB PR H,Gabelli Equity Trust Inc PRF,다양한 금융서비스,555010
ASB PR E,Associated Banc-Corp ADR,은행,551010
NCV PR A,Allianzgi Convertible & Income Fund PRF,다양한 금융서비스,555010
SZC,Cushing Nextgen Infrastructure Income Fund,다양한 금융서비스,555010
FSLF,First Eagle Senior Loan Fund,다양한 금융서비스,555010
GNT,Gamco Natural Resources Gold & Income Trust,다양한 금융서비스,555010
AGO PR B,Assured Guaranty Municipal Holdings Inc PRF,보험,553010
GAB PR K,Gabelli Equity Trust Inc PRF,다양한 금융서비스,555010
FHN PR A,First Horizon Corp (Tennessee) ADR,은행,551010
WEI,Weidai Ltd ADR,은행,551010
FENG,Phoenix New Media Ltd ADR,미디어 및 출판,533020
FHN PR D,First Horizon Corp (Tennessee) ADR,은행,551010
PEB PR E,Pebblebrook Hotel Trust PRF,주택 및 상업용 리츠,601020
NXC,Nuveen California Select Tax-Free Income Portfolio,다양한 금융서비스,555010
NMI,Nuveen Municipal Income Fund Inc,다양한 금융서비스,555010
BFS PR E,Saul Centers Inc ADR,주택 및 상업용 리츠,601020
CORR PR A,CorEnergy Infrastructure Trust Inc ADR,주택 및 상업용 리츠,601020
